engine_id,flight_id,t_s,engine_hours_h,seq,altitude_m,oat_c,ambient_pressure_kpa,throttle_pct,engine_load_pct,map_kpa,rpm,cht_1_c,cht_2_c,cht_3_c,cht_4_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,coolant_temp_c,oil_temp_c,oil_pressure_bar,fuel_flow_lph,fuel_pressure_bar,vib_rms_g,vib_1x_g,vib_high_g,vib_kurtosis,battery_voltage_v,alternator_current_a,injection_timing_deg,fault_class,fault_severity,time_to_failure_s,health_index_true
E001,T2-MISFIRE-000,10.0,771.0356,10,293.924,22.15,97.844,92.0,86.856,90.925,5229.199,115.508,117.205,118.051,117.634,805.951,804.837,808.248,803.029,96.865,119.783,3.617,18.711,3.09,0.765,0.361,0.243,2.965,14.191,11.044,22.766,NORMAL,0.0,1120.7,100.0
E001,T2-MISFIRE-000,11.0,771.03588,11,323.317,21.959,97.501,92.0,86.551,90.599,5222.505,115.74,117.58,118.149,117.495,805.73,806.479,808.77,802.772,96.754,119.811,3.614,18.611,3.038,0.75,0.358,0.244,2.949,14.206,11.369,22.76,NORMAL,0.0,1119.7,100.0
E001,T2-MISFIRE-000,12.0,771.03616,12,352.709,21.768,97.159,92.0,86.248,90.196,5219.642,115.479,117.162,117.923,117.624,804.873,806.597,809.258,801.827,96.521,119.758,3.615,18.523,3.057,0.753,0.361,0.244,2.927,14.202,11.437,22.761,NORMAL,0.0,1118.7,100.0
E001,T2-MISFIRE-000,13.0,771.03644,13,382.102,21.577,96.818,92.0,85.945,90.124,5212.697,114.957,117.172,117.719,117.487,803.309,806.37,809.566,799.703,96.332,119.816,3.613,18.424,3.069,0.755,0.359,0.243,2.953,14.182,11.283,22.755,NORMAL,0.0,1117.7,100.0
E001,T2-MISFIRE-000,14.0,771.03671,14,411.494,21.386,96.478,92.0,85.644,89.799,5209.844,114.611,117.567,117.558,117.07,801.497,806.132,806.875,804.151,96.27,119.742,3.618,18.337,3.057,0.75,0.357,0.243,2.968,14.156,11.053,22.755,NORMAL,0.0,1116.7,100.0
E001,T2-MISFIRE-000,15.0,771.03699,15,440.887,21.195,96.139,92.0,85.343,89.387,5201.628,114.778,117.609,117.409,117.379,804.389,806.941,807.879,804.891,96.027,119.723,3.606,18.234,3.066,0.757,0.354,0.243,2.985,14.2,11.283,22.746,NORMAL,0.0,1115.7,100.0
E001,T2-MISFIRE-000,16.0,771.03727,16,470.279,21.004,95.802,92.0,85.043,89.06,5198.191,114.347,117.603,117.009,117.247,803.69,805.966,807.411,801.321,96.091,119.66,3.603,18.146,3.06,0.754,0.36,0.244,2.992,14.226,11.569,22.745,NORMAL,0.0,1114.7,100.0
E001,T2-MISFIRE-000,17.0,771.03755,17,499.671,20.813,95.465,92.0,84.744,88.758,5193.275,114.353,117.15,117.261,116.732,805.585,800.96,806.089,802.108,95.75,119.595,3.602,18.055,3.045,0.748,0.359,0.241,2.942,14.205,11.383,22.741,NORMAL,0.0,1113.7,100.0
E001,T2-MISFIRE-000,18.0,771.03783,18,529.064,20.622,95.129,92.0,84.446,88.416,5192.972,113.85,116.727,116.572,116.444,806.161,804.825,802.762,803.624,95.592,119.533,3.612,17.978,3.041,0.748,0.357,0.241,2.941,14.184,11.318,22.745,NORMAL,0.0,1112.7,100.0
E001,T2-MISFIRE-000,19.0,771.0381,19,558.456,20.431,94.794,92.0,84.148,88.151,5191.07,113.639,116.04,116.901,116.756,806.14,804.625,800.334,801.449,95.54,119.557,3.604,17.897,3.053,0.754,0.361,0.242,2.999,14.178,11.308,22.747,NORMAL,0.0,1111.7,100.0
E001,T2-MISFIRE-000,20.0,771.03838,20,587.849,20.239,94.46,92.0,83.852,87.8,5189.973,114.151,115.861,116.853,116.966,806.467,803.332,799.062,801.3,95.536,119.413,3.609,17.818,3.034,0.748,0.36,0.239,2.951,14.215,11.096,22.749,NORMAL,0.0,1110.7,100.0
E001,T2-MISFIRE-000,21.0,771.03866,21,617.241,20.048,94.126,92.0,83.556,87.531,5185.15,114.662,115.714,117.154,116.329,804.639,805.368,799.861,802.239,95.29,119.366,3.599,17.728,3.066,0.738,0.356,0.243,2.996,14.202,11.195,22.745,NORMAL,0.0,1109.7,100.0
E001,T2-MISFIRE-000,22.0,771.03894,22,646.634,19.857,93.794,92.0,83.261,87.226,5178.703,114.071,115.5,117.087,115.683,803.763,804.351,801.435,803.842,95.014,119.385,3.61,17.634,3.07,0.736,0.354,0.25,3.001,14.205,11.475,22.737,NORMAL,0.0,1108.7,100.0
E001,T2-MISFIRE-000,23.0,771.03921,23,676.026,19.666,93.463,92.0,82.967,86.945,5175.884,114.484,115.49,117.051,115.51,802.241,803.086,802.016,803.001,94.97,119.288,3.601,17.552,3.063,0.732,0.354,0.251,3.025,14.155,11.135,22.736,NORMAL,0.0,1107.7,100.0
E001,T2-MISFIRE-000,24.0,771.03949,24,705.419,19.475,93.133,92.0,82.674,86.652,5166.304,114.261,115.318,116.741,115.236,801.204,799.792,803.005,803.142,94.683,119.201,3.608,17.449,3.056,0.728,0.36,0.247,2.994,14.183,11.163,22.722,NORMAL,0.0,1106.7,100.0
E001,T2-MISFIRE-000,25.0,771.03977,25,734.811,19.284,92.803,92.0,82.381,86.212,5164.455,114.184,114.324,116.563,115.125,801.826,803.431,800.475,799.785,94.572,119.05,3.597,17.371,3.063,0.718,0.356,0.244,3.023,14.198,11.427,22.722,NORMAL,0.0,1105.7,100.0
E001,T2-MISFIRE-000,26.0,771.04005,26,764.203,19.093,92.475,92.0,82.09,86.019,5158.37,113.816,114.431,116.776,115.061,802.65,803.015,801.859,796.761,94.367,119.087,3.599,17.28,3.044,0.723,0.353,0.241,3.012,14.223,11.19,22.715,NORMAL,0.0,1104.7,100.0
E001,T2-MISFIRE-000,27.0,771.04033,27,793.596,18.902,92.148,92.0,81.799,85.674,5151.583,113.346,113.584,116.116,114.802,801.924,800.307,802.847,800.323,94.294,119.077,3.597,17.187,3.065,0.729,0.358,0.248,2.991,14.214,11.468,22.706,NORMAL,0.0,1103.7,100.0
E001,T2-MISFIRE-000,28.0,771.0406,28,822.988,18.711,91.821,92.0,81.509,85.435,5146.068,112.97,113.562,116.253,114.847,795.953,797.318,803.142,800.393,94.197,118.967,3.597,17.099,3.044,0.723,0.358,0.246,2.99,14.199,11.604,22.699,NORMAL,0.0,1102.7,100.0
E001,T2-MISFIRE-000,29.0,771.04088,29,852.381,18.52,91.496,92.0,81.22,85.019,5152.136,113.582,113.445,116.18,115.22,794.435,800.18,804.549,798.414,94.032,119.029,3.599,17.046,3.057,0.731,0.36,0.248,3.036,14.168,11.401,22.714,NORMAL,0.0,1101.7,100.0
E001,T2-MISFIRE-000,30.0,771.04116,30,881.773,18.329,91.171,92.0,80.932,84.831,5149.783,113.008,113.372,116.297,115.076,794.35,800.193,803.873,799.797,93.617,118.762,3.601,16.968,3.059,0.719,0.36,0.244,3.049,14.182,11.561,22.712,NORMAL,0.0,1100.7,100.0
E001,T2-MISFIRE-000,31.0,771.04144,31,911.166,18.138,90.847,92.0,80.645,84.511,5148.384,112.867,113.041,115.097,115.446,795.949,794.727,803.997,799.106,93.542,118.716,3.605,16.893,3.04,0.723,0.36,0.242,3.024,14.262,11.288,22.713,NORMAL,0.0,1099.7,100.0
E001,T2-MISFIRE-000,32.0,771.04171,32,940.558,17.947,90.524,92.0,80.358,84.12,5142.581,113.17,113.188,114.725,115.085,795.164,796.636,802.081,798.47,93.338,118.611,3.599,16.806,3.062,0.72,0.361,0.241,3.002,14.201,11.303,22.705,NORMAL,0.0,1098.7,100.0
E001,T2-MISFIRE-000,33.0,771.04199,33,969.951,17.756,90.203,92.0,80.073,83.907,5137.949,112.958,113.09,114.362,114.949,797.266,796.548,801.638,795.232,93.16,118.57,3.599,16.722,3.061,0.751,0.357,0.24,3.057,14.216,11.262,22.699,NORMAL,0.0,1097.7,100.0
E001,T2-MISFIRE-000,34.0,771.04227,34,999.343,17.565,89.882,92.0,79.788,83.594,5138.307,112.724,112.73,114.293,114.908,796.844,797.944,799.813,795.937,92.962,118.375,3.609,16.654,3.034,0.743,0.355,0.238,3.045,14.209,11.427,22.703,NORMAL,0.0,1096.7,100.0
E001,T2-MISFIRE-000,35.0,771.04255,35,1028.735,17.374,89.562,92.0,79.504,83.217,5140.032,112.502,112.514,113.732,115.312,798.034,793.63,800.448,794.961,92.8,118.233,3.599,16.59,3.047,0.745,0.361,0.24,3.044,14.203,11.557,22.709,NORMAL,0.0,1095.7,100.0
E001,T2-MISFIRE-000,36.0,771.04283,36,1058.128,17.183,89.243,92.0,79.221,82.918,5130.693,112.069,111.856,113.138,114.88,795.578,794.938,800.298,794.452,92.746,118.224,3.596,16.494,3.047,0.745,0.362,0.238,3.08,14.202,11.483,22.694,NORMAL,0.0,1094.7,100.0
E001,T2-MISFIRE-000,37.0,771.0431,37,1087.52,16.992,88.925,92.0,78.938,82.639,5129.144,111.696,111.973,112.66,114.304,797.632,795.714,799.6,793.302,92.684,118.188,3.603,16.421,3.061,0.741,0.358,0.236,3.096,14.196,11.597,22.693,NORMAL,0.0,1093.7,100.0
E001,T2-MISFIRE-000,38.0,771.04338,38,1116.913,16.801,88.607,92.0,78.657,82.352,5121.131,111.63,112.307,111.914,113.792,796.304,796.343,796.662,793.427,92.479,118.142,3.602,16.329,3.033,0.745,0.359,0.235,3.106,14.182,11.787,22.681,NORMAL,0.0,1092.7,100.0
E001,T2-MISFIRE-000,39.0,771.04366,39,1146.305,16.61,88.291,92.0,78.376,82.136,5116.717,110.977,111.645,111.777,114.228,792.271,794.503,796.584,794.479,92.305,118.002,3.601,16.248,3.056,0.732,0.362,0.235,3.069,14.198,11.309,22.675,NORMAL,0.0,1091.7,100.0
E001,T2-MISFIRE-000,40.0,771.04394,40,1175.698,16.418,87.976,92.0,78.096,81.826,5107.287,110.755,111.087,111.262,114.481,795.127,793.613,793.958,795.636,92.23,117.737,3.606,16.153,3.06,0.728,0.36,0.235,3.105,14.224,11.528,22.659,NORMAL,0.0,1090.7,100.0
E001,T2-MISFIRE-000,41.0,771.04421,41,1205.09,16.227,87.661,92.0,77.817,81.502,5098.149,110.631,111.251,111.006,114.328,794.575,790.452,791.914,795.8,92.104,117.749,3.601,16.059,3.039,0.746,0.357,0.244,3.063,14.198,11.575,22.644,NORMAL,0.0,1089.7,100.0
E001,T2-MISFIRE-000,42.0,771.04449,42,1234.483,16.036,87.348,92.0,77.538,81.332,5097.871,110.183,110.663,111.066,114.223,791.32,789.955,791.793,795.097,91.889,117.74,3.603,15.991,3.043,0.739,0.352,0.243,3.034,14.196,11.822,22.646,NORMAL,0.0,1088.7,100.0
E001,T2-MISFIRE-000,43.0,771.04477,43,1263.875,15.845,87.035,92.0,77.261,80.888,5097.147,110.069,111.067,110.475,113.918,790.954,788.352,792.623,795.576,91.861,117.543,3.595,15.923,3.047,0.75,0.349,0.24,3.001,14.212,11.106,22.646,NORMAL,0.0,1087.7,100.0
E001,T2-MISFIRE-000,44.0,771.04505,44,1293.267,15.654,86.723,92.0,76.984,80.671,5088.814,109.763,110.674,110.068,113.969,789.796,787.452,789.161,795.603,91.786,117.442,3.602,15.833,3.065,0.736,0.348,0.239,3.021,14.208,11.564,22.633,NORMAL,0.0,1086.7,100.0
E001,T2-MISFIRE-000,45.0,771.04533,45,1322.66,15.463,86.412,92.0,76.708,80.496,5087.81,109.677,110.042,109.992,113.924,788.073,789.181,792.897,792.537,91.775,117.312,3.601,15.764,3.03,0.726,0.351,0.237,3.025,14.204,11.328,22.633,NORMAL,0.0,1085.7,100.0
E001,T2-MISFIRE-000,46.0,771.0456,46,1352.052,15.272,86.102,92.0,76.433,79.929,5086.852,109.185,109.78,109.058,114.034,788.417,787.68,792.229,790.983,91.744,117.251,3.605,15.696,3.053,0.725,0.349,0.236,2.967,14.205,11.436,22.633,NORMAL,0.0,1084.7,100.0
E001,T2-MISFIRE-000,47.0,771.04588,47,1381.445,15.081,85.793,92.0,76.159,79.716,5076.953,109.662,109.914,109.264,113.974,788.184,790.374,791.138,791.097,91.556,117.132,3.597,15.602,3.021,0.715,0.35,0.235,3.006,14.226,11.383,22.616,NORMAL,0.0,1083.7,100.0
E001,T2-MISFIRE-000,48.0,771.04616,48,1410.837,14.89,85.485,92.0,75.885,79.469,5074.004,110.075,110.05,109.761,114.093,786.919,789.804,788.18,788.166,91.399,117.001,3.608,15.529,3.065,0.716,0.353,0.235,2.986,14.194,11.877,22.612,NORMAL,0.0,1082.7,100.0
E001,T2-MISFIRE-000,49.0,771.04644,49,1440.23,14.699,85.178,92.0,75.612,79.21,5071.427,109.695,110.237,109.753,114.436,787.693,787.416,786.807,787.973,91.262,116.886,3.599,15.458,3.055,0.721,0.353,0.236,2.953,14.213,11.658,22.609,NORMAL,0.0,1081.7,100.0
E001,T2-MISFIRE-000,50.0,771.04671,50,1469.622,14.508,84.872,92.0,75.34,78.833,5070.383,109.751,110.5,109.791,114.15,784.255,787.398,787.32,787.108,91.097,116.831,3.601,15.392,3.046,0.758,0.353,0.237,2.886,14.192,11.678,22.609,NORMAL,0.0,1080.7,100.0
E001,T2-MISFIRE-000,51.0,771.04699,51,1499.014,14.317,84.566,92.0,75.069,78.716,5067.194,109.572,110.489,110.052,114.057,782.078,787.578,783.726,787.019,90.846,116.6,3.61,15.319,3.078,0.772,0.35,0.236,2.905,14.192,11.737,22.604,NORMAL,0.0,1079.7,100.0
E001,T2-MISFIRE-000,52.0,771.04727,52,1528.407,14.126,84.262,92.0,74.799,78.39,5067.28,109.477,110.386,109.725,114.183,782.337,785.454,784.39,786.473,90.855,116.578,3.61,15.256,3.072,0.751,0.357,0.237,2.908,14.231,11.674,22.606,NORMAL,0.0,1078.7,100.0
E001,T2-MISFIRE-000,53.0,771.04755,53,1557.799,13.935,83.958,92.0,74.529,78.122,5056.359,109.939,110.108,109.238,114.056,784.226,784.586,783.548,786.372,90.719,116.449,3.614,15.162,3.07,0.734,0.357,0.234,2.942,14.225,11.77,22.587,NORMAL,0.0,1077.7,100.0
E001,T2-MISFIRE-000,54.0,771.04783,54,1587.192,13.744,83.655,92.0,74.261,77.744,5049.928,109.817,110.256,109.04,114.229,784.008,782.634,785.144,783.834,90.683,116.301,3.6,15.081,3.059,0.723,0.363,0.239,2.964,14.183,11.628,22.576,NORMAL,0.0,1076.7,100.0
E001,T2-MISFIRE-000,55.0,771.0481,55,1616.584,13.553,83.353,92.0,73.993,77.531,5044.499,109.562,110.352,108.784,113.836,782.749,782.951,786.595,783.654,90.541,116.174,3.601,15.003,3.05,0.718,0.357,0.236,2.916,14.209,11.638,22.568,NORMAL,0.0,1075.7,100.0
E001,T2-MISFIRE-000,56.0,771.04838,56,1645.977,13.362,83.052,92.0,73.725,77.242,5036.03,109.545,110.246,109.103,113.254,782.678,781.725,787.997,780.663,90.488,116.078,3.595,14.917,3.037,0.725,0.351,0.235,2.955,14.214,11.64,22.553,NORMAL,0.0,1074.7,100.0
E001,T2-MISFIRE-000,57.0,771.04866,57,1675.369,13.171,82.752,92.0,73.459,76.914,5034.948,108.489,110.285,109.418,113.469,784.115,784.476,784.843,778.13,90.448,116.061,3.608,14.853,3.057,0.721,0.351,0.234,2.98,14.228,12.181,22.552,NORMAL,0.0,1073.7,100.0
E001,T2-MISFIRE-000,58.0,771.04894,58,1704.762,12.98,82.453,92.0,73.193,76.717,5041.023,108.258,110.423,108.958,113.49,783.778,782.392,780.497,777.286,90.407,115.87,3.616,14.809,3.057,0.714,0.353,0.233,3.01,14.178,11.542,22.565,NORMAL,0.0,1072.7,100.0
E001,T2-MISFIRE-000,59.0,771.04921,59,1734.154,12.788,82.154,92.0,72.928,76.341,5034.667,108.629,110.287,108.485,113.343,778.958,780.939,780.285,775.599,90.339,115.852,3.609,14.73,3.055,0.721,0.352,0.239,3.043,14.212,11.796,22.555,NORMAL,0.0,1071.7,100.0
E001,T2-MISFIRE-000,60.0,771.04949,60,1763.546,12.597,81.857,92.0,72.664,76.11,5034.408,108.785,109.643,109.282,113.27,779.653,780.614,778.598,778.35,90.09,115.728,3.617,14.668,3.048,0.714,0.348,0.239,3.059,14.211,11.573,22.555,NORMAL,0.0,1070.7,100.0
E001,T2-MISFIRE-000,61.0,771.04977,61,1792.939,12.406,81.56,92.0,72.401,75.848,5024.551,108.268,109.576,108.795,112.947,780.5,780.196,779.801,776.609,90.129,115.52,3.608,14.58,3.044,0.727,0.345,0.238,3.059,14.17,11.804,22.538,NORMAL,0.0,1069.7,100.0
E001,T2-MISFIRE-000,62.0,771.05005,62,1822.331,12.215,81.265,92.0,72.138,75.545,5024.019,108.012,109.49,108.162,112.53,782.482,777.257,781.137,775.844,90.035,115.416,3.608,14.519,3.034,0.717,0.353,0.238,3.088,14.208,11.957,22.538,NORMAL,0.0,1068.7,100.0
E001,T2-MISFIRE-000,63.0,771.05033,63,1851.724,12.024,80.97,92.0,71.877,75.23,5018.247,107.67,109.604,107.459,112.687,782.517,779.19,778.864,775.636,89.949,115.331,3.605,14.443,3.049,0.736,0.349,0.245,3.127,14.209,11.601,22.529,NORMAL,0.0,1067.7,100.0
E001,T2-MISFIRE-000,64.0,771.0506,64,1881.116,11.833,80.676,92.0,71.616,75.02,5013.32,108.57,109.335,107.111,112.644,778.609,778.402,776.654,775.496,89.989,115.156,3.607,14.37,3.035,0.754,0.346,0.243,3.11,14.172,11.961,22.52,NORMAL,0.0,1066.7,100.0
E001,T2-MISFIRE-000,65.0,771.05088,65,1910.509,11.642,80.382,92.0,71.355,74.848,5002.719,108.189,108.226,106.924,112.754,780.386,778.95,778.587,773.335,89.905,115.043,3.601,14.281,3.053,0.767,0.346,0.24,3.056,14.156,11.787,22.502,NORMAL,0.0,1065.7,100.0
E001,T2-MISFIRE-000,66.0,771.05116,66,1939.901,11.451,80.09,92.0,71.096,74.484,4997.76,107.964,108.29,106.716,112.503,780.077,777.623,779.589,774.753,89.854,115.017,3.6,14.208,3.048,0.79,0.347,0.243,3.023,14.174,11.956,22.493,NORMAL,0.0,1064.7,100.0
E001,T2-MISFIRE-000,67.0,771.05144,67,1969.294,11.26,79.799,92.0,70.837,74.109,4988.91,107.925,108.38,106.721,112.095,779.716,775.64,779.888,775.012,89.663,114.773,3.599,14.125,3.031,0.76,0.35,0.241,2.981,14.186,11.695,22.478,NORMAL,0.0,1063.7,100.0
E001,T2-MISFIRE-000,68.0,771.05171,68,1998.686,11.069,79.508,92.0,70.579,73.913,4984.749,108.024,108.533,106.427,112.007,779.22,775.212,778.171,773.632,89.861,114.786,3.6,14.055,3.058,0.762,0.349,0.238,2.964,14.201,12.056,22.471,NORMAL,0.0,1062.7,100.0
E001,T2-MISFIRE-000,69.0,771.05199,69,2028.078,10.878,79.218,92.0,70.322,73.632,4979.955,108.218,107.631,106.852,111.585,776.187,772.953,777.634,774.503,89.684,114.531,3.606,13.984,3.054,0.755,0.345,0.237,3.022,14.225,11.472,22.463,NORMAL,0.0,1061.7,100.0
E001,T2-MISFIRE-000,70.0,771.05227,70,2057.471,10.687,78.93,92.0,70.066,73.441,4977.054,108.522,107.839,107.033,111.26,772.784,773.446,777.172,772.513,89.613,114.462,3.605,13.918,3.063,0.745,0.349,0.241,3.004,14.225,12.041,22.458,NORMAL,0.0,1060.7,100.0
E001,T2-MISFIRE-000,71.0,771.05255,71,2086.863,10.496,78.642,92.0,69.81,73.104,4971.916,108.089,107.516,107.185,111.388,771.891,770.731,777.36,770.873,89.616,114.462,3.615,13.847,3.049,0.742,0.345,0.244,2.978,14.21,11.971,22.45,NORMAL,0.0,1059.7,100.0
E001,T2-MISFIRE-000,72.0,771.05283,72,2116.256,10.305,78.354,92.0,69.555,72.882,4973.36,108.305,106.885,107.288,110.906,772.828,770.675,773.863,769.878,89.527,114.333,3.611,13.795,3.053,0.749,0.347,0.242,2.998,14.169,11.733,22.454,NORMAL,0.0,1058.7,100.0
E001,T2-MISFIRE-000,73.0,771.0531,73,2145.648,10.114,78.068,92.0,69.301,72.535,4967.962,108.078,107.156,107.058,110.334,771.437,769.582,770.748,767.083,89.478,114.089,3.606,13.723,3.054,0.762,0.346,0.239,2.964,14.215,12.225,22.444,NORMAL,0.0,1057.7,100.0
E001,T2-MISFIRE-000,74.0,771.05338,74,2175.041,9.923,77.783,92.0,69.048,72.387,4963.541,107.638,106.278,107.192,110.282,771.083,770.013,770.702,767.318,89.319,113.95,3.608,13.655,3.027,0.741,0.344,0.236,2.943,14.186,12.06,22.437,NORMAL,0.0,1056.7,100.0
E001,T2-MISFIRE-000,75.0,771.05366,75,2204.433,9.732,77.498,92.0,68.795,72.064,4958.031,107.495,106.555,106.825,110.384,770.319,768.277,767.952,767.844,89.128,113.903,3.605,13.584,3.08,0.724,0.342,0.236,2.939,14.187,12.048,22.427,NORMAL,0.0,1055.7,100.0
E001,T2-MISFIRE-000,76.0,771.05394,76,2233.826,9.541,77.214,92.0,68.543,71.815,4952.497,107.187,106.027,106.776,110.645,768.103,767.811,768.798,767.364,89.171,113.811,3.606,13.513,3.035,0.711,0.34,0.239,2.937,14.242,12.03,22.418,NORMAL,0.0,1054.7,100.0
E001,T2-MISFIRE-000,77.0,771.05421,77,2263.218,9.35,76.931,92.0,68.292,71.537,4950.217,106.978,105.593,106.656,110.105,765.119,766.229,765.76,766.328,89.146,113.587,3.608,13.452,3.055,0.7,0.338,0.237,2.946,14.201,12.155,22.415,NORMAL,0.0,1053.7,100.0
E001,T2-MISFIRE-000,78.0,771.05449,78,2292.61,9.159,76.649,92.0,68.041,71.236,4947.837,106.744,105.718,106.555,110.409,764.252,763.728,763.062,764.934,89.144,113.56,3.614,13.391,3.061,0.698,0.339,0.235,3.01,14.211,12.073,22.411,NORMAL,0.0,1052.7,100.0
E001,T2-MISFIRE-000,79.0,771.05477,79,2322.003,8.967,76.368,92.0,67.792,71.092,4946.759,106.703,105.866,105.832,109.784,760.765,762.567,760.459,760.769,89.065,113.483,3.609,13.333,3.042,0.694,0.342,0.235,2.957,14.209,11.962,22.41,NORMAL,0.0,1051.7,100.0
E001,T2-MISFIRE-000,80.0,771.05505,80,2351.395,8.776,76.088,92.0,67.543,70.838,4939.954,106.602,105.365,105.351,109.377,760.033,763.583,759.21,760.239,89.073,113.36,3.61,13.26,3.05,0.7,0.34,0.236,2.967,14.184,11.916,22.398,NORMAL,0.0,1050.7,100.0
E001,T2-MISFIRE-000,81.0,771.05533,81,2380.788,8.585,75.808,92.0,67.295,70.467,4934.022,106.708,105.036,104.557,108.719,759.39,763.463,758.907,759.78,89.229,113.215,3.611,13.189,3.054,0.706,0.342,0.238,3.014,14.185,12.078,22.387,NORMAL,0.0,1049.7,100.0
E001,T2-MISFIRE-000,82.0,771.0556,82,2410.18,8.394,75.529,92.0,67.047,70.254,4927.167,106.919,105.435,103.785,109.055,759.369,762.749,758.432,760.622,88.948,113.147,3.609,13.116,3.04,0.709,0.34,0.237,3.01,14.169,11.803,22.375,NORMAL,0.0,1048.7,100.0
E001,T2-MISFIRE-000,83.0,771.05588,83,2439.573,8.203,75.251,92.0,66.8,70.034,4920.815,106.267,105.222,103.695,109.095,759.913,760.959,758.72,757.656,89.035,112.92,3.609,13.045,3.053,0.702,0.344,0.238,3.058,14.18,12.101,22.364,NORMAL,0.0,1047.7,100.0
E001,T2-MISFIRE-000,84.0,771.05616,84,2468.965,8.012,74.974,92.0,66.554,69.663,4914.809,105.822,105.001,103.69,108.878,760.134,759.328,756.906,759.002,88.882,112.821,3.606,12.975,3.047,0.712,0.351,0.236,3.06,14.218,12.07,22.354,NORMAL,0.0,1046.7,100.0
E001,T2-MISFIRE-000,85.0,771.05644,85,2498.357,7.821,74.698,92.0,66.309,69.403,4914.886,105.165,104.683,103.751,108.846,757.516,755.763,752.754,756.075,89.012,112.782,3.61,12.923,3.064,0.724,0.352,0.241,3.001,14.191,12.298,22.355,NORMAL,0.0,1045.7,100.0
E001,T2-MISFIRE-000,86.0,771.05671,86,2527.75,7.63,74.422,92.0,66.065,69.177,4908.73,105.24,105.29,103.309,108.409,753.18,755.628,752.503,757.51,88.933,112.663,3.61,12.853,3.039,0.708,0.347,0.24,2.996,14.217,12.243,22.344,NORMAL,0.0,1044.7,100.0
