engine_id,flight_id,t_s,engine_hours_h,seq,altitude_m,oat_c,ambient_pressure_kpa,throttle_pct,engine_load_pct,map_kpa,rpm,cht_1_c,cht_2_c,cht_3_c,cht_4_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,coolant_temp_c,oil_temp_c,oil_pressure_bar,fuel_flow_lph,fuel_pressure_bar,vib_rms_g,vib_1x_g,vib_high_g,vib_kurtosis,battery_voltage_v,alternator_current_a,injection_timing_deg,fault_class,fault_severity,time_to_failure_s,health_index_true
E001,T1-0000,26.0,259.88757,26,350.591,12.774,97.184,92.0,86.27,90.403,5238.408,106.71,108.062,107.822,111.631,800.375,797.683,796.239,798.253,88.957,112.506,3.776,19.173,3.052,0.735,0.358,0.254,2.995,14.226,10.937,22.776,NORMAL,0.0,-1.0,100.0
E001,T1-0000,27.0,259.88785,27,364.076,12.686,97.027,92.0,86.131,90.161,5241.128,107.322,108.087,107.756,111.32,800.591,796.572,797.3,796.718,89.054,112.44,3.774,19.144,3.051,0.744,0.357,0.25,2.966,14.191,11.171,22.783,NORMAL,0.0,-1.0,100.0
E001,T1-0000,28.0,259.88813,28,377.56,12.599,96.871,92.0,85.992,90.05,5236.646,107.683,108.09,107.352,111.326,798.607,798.05,799.965,794.774,88.9,112.431,3.771,19.092,3.049,0.733,0.363,0.252,3.008,14.211,11.383,22.776,NORMAL,0.0,-1.0,100.0
E001,T1-0000,29.0,259.8884,29,391.044,12.511,96.715,92.0,85.853,89.948,5237.237,107.619,107.861,107.6,111.493,798.41,798.774,798.407,794.919,88.841,112.399,3.78,19.057,3.035,0.753,0.36,0.251,3.089,14.199,11.361,22.779,NORMAL,0.0,-1.0,100.0
E001,T1-0000,30.0,259.88868,30,404.528,12.423,96.559,92.0,85.715,89.813,5235.12,107.648,108.217,107.506,110.601,797.789,799.864,795.051,796.116,89.049,112.307,3.772,19.014,3.042,0.768,0.364,0.248,3.081,14.195,11.077,22.777,NORMAL,0.0,-1.0,100.0
E001,T1-0000,31.0,259.88896,31,418.013,12.336,96.403,92.0,85.577,89.645,5235.787,106.711,107.694,107.199,110.684,799.231,800.753,796.53,796.02,88.916,112.363,3.771,18.979,3.034,0.786,0.36,0.247,3.072,14.199,11.158,22.779,NORMAL,0.0,-1.0,100.0
E001,T1-0000,32.0,259.88924,32,431.497,12.248,96.248,92.0,85.439,89.534,5233.287,106.673,107.261,107.232,110.547,798.811,797.737,796.328,795.809,88.824,112.293,3.771,18.934,3.063,0.77,0.359,0.244,3.031,14.211,11.282,22.776,NORMAL,0.0,-1.0,100.0
E001,T1-0000,33.0,259.88952,33,444.981,12.16,96.092,92.0,85.301,89.37,5234.859,106.718,107.334,107.316,110.388,799.122,796.486,794.262,794.845,88.746,112.224,3.776,18.902,3.044,0.754,0.357,0.246,3.072,14.211,11.284,22.781,NORMAL,0.0,-1.0,100.0
E001,T1-0000,34.0,259.88979,34,458.466,12.073,95.937,92.0,85.163,89.165,5232.016,106.758,107.041,108.51,110.108,799.767,794.289,795.661,793.102,88.858,112.254,3.774,18.856,3.024,0.767,0.364,0.246,3.058,14.204,11.692,22.777,NORMAL,0.0,-1.0,100.0
E001,T1-0000,35.0,259.89007,35,471.95,11.985,95.782,92.0,85.026,89.052,5228.106,106.515,106.553,109.095,110.261,797.22,795.03,793.213,795.854,88.908,112.174,3.771,18.807,3.045,0.749,0.364,0.244,3.05,14.195,11.497,22.771,NORMAL,0.0,-1.0,100.0
E001,T1-0000,36.0,259.89035,36,485.434,11.897,95.628,92.0,84.889,88.938,5224.276,106.672,106.725,108.751,110.296,797.723,795.466,793.053,794.466,88.98,112.176,3.77,18.759,3.03,0.761,0.368,0.242,3.031,14.211,11.346,22.765,NORMAL,0.0,-1.0,100.0
E001,T1-0000,37.0,259.89063,37,498.918,11.81,95.473,92.0,84.751,88.807,5228.426,106.875,106.934,108.895,110.531,794.877,795.753,790.916,791.539,88.814,112.222,3.779,18.735,3.055,0.757,0.371,0.241,3.041,14.183,11.707,22.774,NORMAL,0.0,-1.0,100.0
E001,T1-0000,38.0,259.8909,38,512.403,11.722,95.319,92.0,84.614,88.64,5228.464,107.133,107.242,109.164,110.21,795.459,794.395,791.386,792.513,88.865,112.21,3.78,18.699,3.039,0.752,0.373,0.24,3.033,14.173,11.375,22.775,NORMAL,0.0,-1.0,100.0
E001,T1-0000,39.0,259.89118,39,525.887,11.635,95.165,92.0,84.478,88.526,5226.085,106.87,106.867,109.154,109.969,797.15,793.976,793.089,793.474,88.715,112.066,3.776,18.655,3.053,0.737,0.372,0.24,3.004,14.206,11.388,22.772,NORMAL,0.0,-1.0,100.0
E001,T1-0000,40.0,259.89146,40,539.371,11.547,95.011,92.0,84.341,88.3,5222.984,106.937,107.051,109.978,109.903,795.544,795.082,793.364,794.661,88.815,112.095,3.783,18.609,3.052,0.742,0.368,0.238,3.028,14.217,11.79,22.768,NORMAL,0.0,-1.0,100.0
E001,T1-0000,41.0,259.89174,41,552.855,11.459,94.857,92.0,84.205,88.226,5214.686,106.846,106.655,110.088,109.76,797.777,793.873,795.233,795.369,88.776,112.217,3.774,18.548,3.06,0.75,0.364,0.241,2.992,14.23,11.287,22.753,NORMAL,0.0,-1.0,100.0
E001,T1-0000,42.0,259.89202,42,566.34,11.372,94.704,92.0,84.068,88.058,5211.804,106.623,106.919,110.312,109.348,797.755,794.652,796.644,795.713,88.829,111.995,3.767,18.503,3.07,0.735,0.36,0.239,2.986,14.184,11.684,22.749,NORMAL,0.0,-1.0,100.0
E001,T1-0000,43.0,259.89229,43,579.824,11.284,94.551,92.0,83.932,88.028,5213.556,106.661,107.205,110.078,108.877,796.417,792.173,798.116,798.942,88.752,112.17,3.767,18.472,3.067,0.747,0.361,0.241,2.992,14.192,11.616,22.753,NORMAL,0.0,-1.0,100.0
E001,T1-0000,44.0,259.89257,44,593.308,11.196,94.398,92.0,83.797,87.83,5202.782,106.278,107.216,110.597,108.348,794.497,788.895,797.027,797.47,88.725,111.967,3.761,18.403,3.069,0.736,0.361,0.239,3.036,14.164,11.747,22.734,NORMAL,0.0,-1.0,100.0
E001,T1-0000,45.0,259.89285,45,606.793,11.109,94.245,92.0,83.661,87.546,5207.476,106.184,107.285,110.435,109.136,795.363,790.365,796.456,798.319,88.585,112.018,3.767,18.382,3.06,0.736,0.361,0.239,3.044,14.214,11.691,22.744,NORMAL,0.0,-1.0,100.0
E001,T1-0000,46.0,259.89313,46,620.277,11.021,94.092,92.0,83.525,87.458,5211.078,105.526,106.95,110.532,108.558,795.772,789.752,796.845,795.808,88.687,111.888,3.757,18.358,3.043,0.732,0.36,0.242,3.001,14.223,11.706,22.752,NORMAL,0.0,-1.0,100.0
E001,T1-0000,47.0,259.8934,47,633.761,10.933,93.94,92.0,83.39,87.297,5208.608,105.264,106.399,110.467,108.839,793.257,788.91,796.874,793.777,88.576,111.937,3.77,18.315,3.039,0.75,0.363,0.239,2.942,14.214,11.48,22.748,NORMAL,0.0,-1.0,100.0
E001,T1-0000,48.0,259.89368,48,647.245,10.846,93.787,92.0,83.255,87.107,5201.16,105.028,106.562,110.353,109.357,793.409,789.504,796.542,793.506,88.437,111.838,3.768,18.257,3.062,0.736,0.363,0.245,2.927,14.216,11.787,22.735,NORMAL,0.0,-1.0,100.0
E001,T1-0000,49.0,259.89396,49,660.73,10.758,93.635,92.0,83.12,86.972,5204.55,104.826,106.447,110.47,109.04,796.011,793.126,797.009,793.717,88.693,111.922,3.765,18.232,3.053,0.738,0.358,0.241,2.942,14.187,11.616,22.742,NORMAL,0.0,-1.0,100.0
E001,T1-0000,50.0,259.89424,50,674.214,10.67,93.483,92.0,82.985,86.902,5202.818,104.836,106.02,110.164,109.339,793.135,792.156,794.254,792.014,88.51,111.843,3.764,18.191,3.045,0.741,0.362,0.24,2.947,14.203,12.053,22.74,NORMAL,0.0,-1.0,100.0
E001,T1-0000,51.0,259.89452,51,687.698,10.583,93.332,92.0,82.85,86.819,5196.144,104.761,105.015,109.896,109.028,793.454,793.25,795.589,793.81,88.608,111.733,3.772,18.136,3.064,0.751,0.36,0.241,3.014,14.202,11.484,22.728,NORMAL,0.0,-1.0,100.0
E001,T1-0000,52.0,259.89479,52,701.183,10.495,93.18,92.0,82.716,86.68,5191.228,105.212,104.735,109.687,108.844,790.86,793.582,795.289,790.928,88.499,111.692,3.766,18.085,3.049,0.74,0.359,0.238,3.014,14.201,11.721,22.72,NORMAL,0.0,-1.0,100.0
E001,T1-0000,53.0,259.89507,53,714.667,10.407,93.029,92.0,82.582,86.503,5194.371,105.167,105.176,109.196,108.376,787.523,792.407,795.062,791.246,88.589,111.7,3.769,18.06,3.037,0.739,0.358,0.244,3.015,14.244,11.531,22.727,NORMAL,0.0,-1.0,100.0
E001,T1-0000,54.0,259.89535,54,728.151,10.32,92.878,92.0,82.448,86.251,5190.486,105.024,105.441,109.731,108.596,787.765,790.539,795.309,792.862,88.466,111.727,3.768,18.013,3.054,0.738,0.357,0.243,2.989,14.183,11.885,22.72,NORMAL,0.0,-1.0,100.0
E001,T1-0000,55.0,259.89563,55,741.635,10.232,92.727,92.0,82.314,86.177,5189.024,104.788,105.224,110.128,108.566,790.309,793.641,796.748,793.127,88.289,111.616,3.762,17.974,3.053,0.736,0.356,0.241,2.993,14.18,11.551,22.718,NORMAL,0.0,-1.0,100.0
E001,T1-0000,56.0,259.8959,56,755.12,10.145,92.576,92.0,82.18,86.123,5188.99,104.703,105.461,109.45,108.481,791.645,791.815,795.009,792.815,88.489,111.786,3.763,17.939,3.049,0.738,0.356,0.241,2.979,14.216,11.847,22.719,NORMAL,0.0,-1.0,100.0
E001,T1-0000,57.0,259.89618,57,768.604,10.057,92.426,92.0,82.046,85.884,5192.467,104.862,105.813,109.294,108.882,791.016,793.084,794.776,790.065,88.423,111.661,3.77,17.915,3.057,0.752,0.355,0.24,2.971,14.221,11.655,22.726,NORMAL,0.0,-1.0,100.0
E001,T1-0000,58.0,259.89646,58,782.088,9.969,92.276,92.0,81.913,85.778,5188.281,104.501,105.688,109.193,108.908,791.77,790.131,794.18,790.792,88.425,111.546,3.771,17.868,3.068,0.746,0.358,0.24,2.993,14.19,11.902,22.719,NORMAL,0.0,-1.0,100.0
E001,T1-0000,59.0,259.89674,59,795.573,9.882,92.126,92.0,81.78,85.656,5181.46,104.674,105.108,109.341,108.613,792.063,791.386,791.847,789.907,88.501,111.539,3.762,17.813,3.036,0.763,0.361,0.241,2.961,14.206,11.906,22.707,NORMAL,0.0,-1.0,100.0
E001,T1-0000,60.0,259.89702,60,809.057,9.794,91.976,92.0,81.647,85.541,5185.975,104.901,105.482,109.769,107.755,790.847,793.226,791.458,791.417,88.405,111.516,3.765,17.792,3.038,0.746,0.371,0.24,3.0,14.217,11.719,22.716,NORMAL,0.0,-1.0,100.0
E001,T1-0000,61.0,259.89729,61,822.541,9.706,91.826,92.0,81.514,85.408,5177.766,104.961,106.038,109.35,107.776,790.099,794.472,788.653,792.92,88.406,111.476,3.766,17.733,3.047,0.763,0.366,0.248,3.082,14.184,11.915,22.702,NORMAL,0.0,-1.0,100.0
E001,T1-0000,62.0,259.89757,62,836.025,9.619,91.677,92.0,81.381,85.227,5176.326,105.128,106.097,109.554,108.322,788.752,792.344,787.817,788.887,88.389,111.375,3.763,17.694,3.043,0.751,0.367,0.244,3.095,14.213,11.936,22.7,NORMAL,0.0,-1.0,100.0
E001,T1-0000,63.0,259.89785,63,849.51,9.531,91.527,92.0,81.249,85.07,5177.2,104.499,105.71,109.672,108.17,790.756,791.234,789.614,788.655,88.457,111.458,3.754,17.663,3.063,0.744,0.361,0.244,3.094,14.198,11.564,22.702,NORMAL,0.0,-1.0,100.0
E001,T1-0000,64.0,259.89813,64,862.994,9.443,91.378,92.0,81.116,84.958,5178.259,104.481,105.618,109.604,107.888,789.254,789.635,792.128,789.795,88.474,111.338,3.766,17.632,3.036,0.769,0.363,0.243,3.018,14.208,11.953,22.705,NORMAL,0.0,-1.0,100.0
E001,T1-0000,65.0,259.8984,65,876.478,9.356,91.229,92.0,80.984,84.853,5176.324,104.479,105.021,109.423,107.868,787.951,789.736,793.06,791.36,88.325,111.332,3.764,17.592,3.05,0.751,0.36,0.242,3.031,14.211,11.936,22.702,NORMAL,0.0,-1.0,100.0
E001,T1-0000,66.0,259.89868,66,889.963,9.268,91.081,92.0,80.852,84.695,5171.766,104.773,105.505,109.623,108.129,790.634,788.465,790.434,792.546,88.354,111.394,3.762,17.545,3.077,0.738,0.356,0.242,3.053,14.244,11.743,22.694,NORMAL,0.0,-1.0,100.0
E001,T1-0000,67.0,259.89896,67,903.447,9.18,90.932,92.0,80.72,84.589,5171.683,104.913,105.142,109.688,108.356,791.643,786.427,787.918,791.19,88.274,111.283,3.769,17.511,3.053,0.73,0.356,0.241,3.062,14.202,11.659,22.694,NORMAL,0.0,-1.0,100.0
E001,T1-0000,68.0,259.89924,68,916.931,9.093,90.784,92.0,80.589,84.374,5171.21,104.511,105.44,109.569,108.304,792.08,788.377,789.745,789.78,88.355,111.397,3.763,17.476,3.039,0.734,0.362,0.239,3.027,14.178,11.945,22.694,NORMAL,0.0,-1.0,100.0
E001,T1-0000,69.0,259.89952,69,930.415,9.005,90.636,92.0,80.457,84.27,5167.387,104.353,105.283,109.383,108.716,785.674,792.797,790.542,788.758,88.376,111.25,3.763,17.43,3.053,0.766,0.362,0.238,3.019,14.219,12.168,22.688,NORMAL,0.0,-1.0,100.0
E001,T1-0000,70.0,259.89979,70,943.9,8.917,90.488,92.0,80.326,84.191,5168.578,104.805,105.575,109.516,108.96,788.167,793.155,789.637,786.908,88.296,111.188,3.768,17.4,3.066,0.75,0.358,0.236,2.977,14.215,12.098,22.691,NORMAL,0.0,-1.0,100.0
E001,T1-0000,71.0,259.90007,71,957.384,8.83,90.34,92.0,80.195,83.947,5166.163,104.579,105.704,109.133,108.799,787.362,793.77,792.072,786.645,88.319,111.211,3.767,17.36,3.04,0.743,0.354,0.236,2.958,14.151,11.941,22.687,NORMAL,0.0,-1.0,100.0
E001,T1-0000,72.0,259.90035,72,970.868,8.742,90.193,92.0,80.064,83.899,5160.144,104.901,105.839,109.474,108.455,786.925,791.221,789.331,786.721,88.312,111.073,3.753,17.308,3.062,0.738,0.359,0.238,2.982,14.211,12.067,22.676,NORMAL,0.0,-1.0,100.0
E001,T1-0000,73.0,259.90063,73,984.352,8.655,90.045,92.0,79.933,83.69,5164.185,104.986,105.534,108.694,108.125,787.794,791.024,790.421,789.687,88.264,111.072,3.771,17.287,3.052,0.735,0.358,0.238,3.016,14.195,11.964,22.684,NORMAL,0.0,-1.0,100.0
E001,T1-0000,74.0,259.9009,74,997.837,8.567,89.898,92.0,79.802,83.647,5158.481,105.587,105.964,109.218,107.446,785.857,790.96,792.002,789.419,88.271,111.125,3.769,17.236,3.023,0.733,0.354,0.238,3.038,14.197,11.984,22.674,NORMAL,0.0,-1.0,100.0
E001,T1-0000,75.0,259.90118,75,1011.321,8.479,89.751,92.0,79.672,83.491,5156.578,105.671,105.437,109.038,107.248,785.826,792.362,789.324,790.592,88.383,110.991,3.766,17.198,3.025,0.754,0.369,0.236,3.04,14.207,12.187,22.671,NORMAL,0.0,-1.0,100.0
E001,T1-0000,76.0,259.90146,76,1024.805,8.392,89.604,92.0,79.542,83.255,5157.172,105.746,105.248,109.387,107.318,786.158,792.747,789.936,789.796,88.422,111.054,3.764,17.166,3.042,0.764,0.364,0.243,3.104,14.178,12.131,22.673,NORMAL,0.0,-1.0,100.0
E001,T1-0000,77.0,259.90174,77,1038.29,8.304,89.458,92.0,79.412,83.182,5158.065,105.687,105.074,109.446,107.681,786.023,789.52,790.401,788.292,88.26,110.962,3.765,17.136,3.047,0.744,0.367,0.242,3.096,14.237,11.893,22.675,NORMAL,0.0,-1.0,100.0
E001,T1-0000,78.0,259.90202,78,1051.774,8.216,89.312,92.0,79.282,83.029,5154.385,106.063,104.971,109.181,107.579,784.201,790.877,786.981,789.787,88.294,110.89,3.756,17.092,3.032,0.745,0.365,0.245,3.002,14.23,11.891,22.669,NORMAL,0.0,-1.0,100.0
E001,T1-0000,79.0,259.90229,79,1065.258,8.129,89.165,92.0,79.152,82.986,5154.746,105.607,105.624,109.067,107.34,784.825,788.048,786.884,789.808,88.239,111.123,3.765,17.06,3.06,0.733,0.365,0.242,3.007,14.212,12.119,22.67,NORMAL,0.0,-1.0,100.0
E001,T1-0000,80.0,259.90257,80,1078.742,8.041,89.019,92.0,79.022,82.748,5149.779,105.449,105.526,109.381,107.153,785.375,786.759,783.998,786.432,88.229,110.828,3.768,17.013,3.064,0.744,0.363,0.24,3.033,14.193,12.002,22.661,NORMAL,0.0,-1.0,100.0
E001,T1-0000,81.0,259.90285,81,1092.227,7.953,88.874,92.0,78.893,82.681,5152.983,105.557,105.391,109.566,106.974,788.028,785.196,785.359,787.057,88.316,110.826,3.764,16.99,3.057,0.73,0.36,0.245,3.026,14.215,12.175,22.668,NORMAL,0.0,-1.0,100.0
E001,T1-0000,82.0,259.90313,82,1105.711,7.866,88.728,92.0,78.764,82.504,5149.642,105.443,105.716,108.949,106.702,787.809,786.658,787.113,782.909,88.227,110.737,3.753,16.948,3.052,0.724,0.356,0.244,3.047,14.187,12.078,22.662,NORMAL,0.0,-1.0,100.0
E001,T1-0000,83.0,259.9034,83,1119.195,7.778,88.583,92.0,78.635,82.359,5145.738,105.583,105.811,109.185,106.956,786.555,783.962,786.378,784.057,88.26,110.818,3.763,16.904,3.03,0.734,0.354,0.243,3.067,14.167,12.235,22.655,NORMAL,0.0,-1.0,100.0
E001,T1-0000,84.0,259.90368,84,1132.68,7.69,88.438,92.0,78.506,82.339,5140.549,105.505,105.878,108.885,107.241,786.039,782.758,788.614,783.658,88.155,110.723,3.765,16.856,3.042,0.727,0.358,0.244,3.048,14.169,12.159,22.646,NORMAL,0.0,-1.0,100.0
E001,T1-0000,85.0,259.90396,85,1146.164,7.603,88.293,92.0,78.377,82.038,5139.353,105.409,105.867,109.153,107.241,786.2,781.452,787.13,783.547,88.216,110.624,3.761,16.82,3.037,0.738,0.355,0.25,3.046,14.211,11.888,22.644,NORMAL,0.0,-1.0,100.0
E001,T1-0000,86.0,259.90424,86,1159.648,7.515,88.148,92.0,78.249,81.924,5139.037,105.681,105.633,108.966,107.355,785.035,779.491,788.449,781.043,88.349,110.664,3.758,16.787,3.055,0.747,0.353,0.248,3.073,14.232,12.307,22.644,NORMAL,0.0,-1.0,100.0
E001,T1-0000,87.0,259.90452,87,1173.132,7.427,88.003,92.0,78.12,81.916,5135.651,105.931,105.719,108.682,106.888,781.593,781.291,786.079,779.291,88.164,110.646,3.759,16.744,3.054,0.734,0.354,0.245,3.101,14.189,12.137,22.638,NORMAL,0.0,-1.0,100.0
E001,T1-0000,88.0,259.90479,88,1186.617,7.34,87.859,92.0,77.992,81.707,5137.51,106.017,105.448,108.786,107.359,786.71,780.067,782.867,778.073,88.158,110.585,3.762,16.718,3.047,0.733,0.355,0.245,3.125,14.17,12.215,22.643,NORMAL,0.0,-1.0,100.0
E001,T1-0000,89.0,259.90507,89,1200.101,7.252,87.714,92.0,77.864,81.56,5135.348,105.457,105.552,108.7,107.381,787.374,778.623,784.846,779.078,88.232,110.519,3.758,16.68,3.056,0.727,0.352,0.248,3.069,14.185,12.13,22.639,NORMAL,0.0,-1.0,100.0
